iter	MultiClass
433	0.6488354705
434	0.6484860107
435	0.6482209965
436	0.6480295791
437	0.6477113177
438	0.647545145
439	0.647275412
440	0.6470511827
441	0.6469620802
442	0.6466749175
443	0.6464078508
444	0.6461081449
445	0.6458787153
446	0.6456423333
447	0.6453422657
448	0.6449314466
449	0.6446235419
450	0.6444290237
451	0.6443408614
452	0.644213072
453	0.6440850201
454	0.6439048035
455	0.6436611299
456	0.6433847597
457	0.6431767891
458	0.6430469414
459	0.6427314521
460	0.6425169092
461	0.6422644108
462	0.6419665449
463	0.6418656821
464	0.6416684261
465	0.6415052064
466	0.6412821565
467	0.6411893774
468	0.6407788877
469	0.6405078219
470	0.6402886205
471	0.640149896
472	0.6400594779
473	0.6399950599
474	0.6397952649
475	0.6395283305
476	0.6393366984
477	0.6390741064
478	0.6387621819
479	0.6386208203
480	0.6383082125
481	0.6379720297
482	0.637667076
483	0.6375315236
484	0.6373485621
485	0.6368622871
486	0.6365687412
487	0.6362624056
488	0.6361005023
489	0.6359696372
490	0.6357486824
491	0.6355592062
492	0.6353577438
493	0.6351431976
494	0.6348881424
495	0.6346637387
496	0.6344931286
497	0.6343606802
498	0.6341767441
499	0.6340012195
500	0.6337244708
501	0.6335343869
502	0.6331874863
503	0.6330207277
504	0.6327230734
505	0.6324652771
506	0.632321215
507	0.6322289344
508	0.632032465
509	0.631917225
510	0.631832625
511	0.6316431576
512	0.6314497065
513	0.6312901701
514	0.6309051979
515	0.6305569313
516	0.6304237059
517	0.6302508186
518	0.6300012249
519	0.6297051149
520	0.6294934058
521	0.62928147
522	0.6291152444
523	0.6288356319
524	0.6286214506
525	0.6283944194
526	0.6282346438
527	0.6278180738
528	0.627425017
529	0.6272516106
530	0.6270620723
531	0.6266024549
532	0.6263601029
533	0.6262129394
534	0.6260121993
535	0.6257572932
536	0.625545994
537	0.6252247696
538	0.6249587862
539	0.6246404339
540	0.6244184486
541	0.6240883172
542	0.6236615953
543	0.6235338079
544	0.6232872607
545	0.6229872936
546	0.6229069712
547	0.6226007227
548	0.6224555859
549	0.6222202387
550	0.6218904492
551	0.621731642
552	0.621511302
553	0.621232929
554	0.6210838395
555	0.6209035176
556	0.6205891
557	0.6204641595
558	0.6202413867
559	0.6200596778
560	0.619855298
561	0.6196898867
562	0.6194437363
563	0.6191134425
564	0.6190277187
565	0.6188313786
566	0.6184915735
567	0.6182846558
568	0.6181671906
569	0.6180465546
570	0.6176164215
571	0.6174447999
572	0.6171691303
573	0.6170217567
574	0.6167984418
575	0.6164972491
576	0.6162804011
577	0.6160502195
578	0.6158864275
579	0.6157589456
580	0.6155970781
581	0.6153933375
582	0.6150369641
583	0.6147804385
584	0.6145454247
585	0.6142632491
586	0.614051868
587	0.6138298775
588	0.6136347392
589	0.6133012406
590	0.6131414251
591	0.6129846087
592	0.6127985673
593	0.6127033388
594	0.6125500589
595	0.6123030125
596	0.6120310262
597	0.6117518506
598	0.6114522727
599	0.6111733281
600	0.6108934973
601	0.6106933783
602	0.6105320852
603	0.6103209898
604	0.6101380162
605	0.6099615522
606	0.609776802
607	0.6096451701
608	0.6094847217
609	0.6092741671
610	0.6090509742
611	0.6088621021
612	0.6086418648
613	0.6085332262
614	0.608270997
615	0.6080386682
616	0.6077604531
617	0.6075668655
618	0.6073799905
619	0.6071364505
620	0.6068068391
621	0.6066422395
622	0.6064820129
623	0.6062550127
624	0.6061188319
625	0.6058693366
626	0.6055065272
627	0.6051834361
628	0.6050120482
629	0.6048775806
630	0.604692707
631	0.6043762934
632	0.6042279316
633	0.6039951853
634	0.6038718253
635	0.603703666
636	0.6034063513
637	0.6031507949
638	0.6029218244
639	0.6027196315
640	0.6026067976
641	0.6024727007
642	0.6023795888
643	0.6021288549
644	0.6019005031
645	0.6016724911
646	0.601506981
647	0.6013508159
648	0.6009069582
649	0.6006462421
650	0.6003866366
651	0.6001451725
652	0.6000822108
653	0.5999097831
654	0.5995799331
655	0.5993803726
656	0.5991727834
657	0.5989590268
658	0.5987907264
659	0.5986485911
660	0.5984387811
661	0.5982869747
662	0.5981517837
663	0.5980202335
664	0.5978435243
665	0.5975887576
666	0.5973922999
667	0.5971306001
668	0.5970153839
669	0.5968686486
670	0.5966407397
671	0.5963370005
672	0.5960308247
673	0.5958951859
674	0.5957058025
675	0.5955176778
676	0.5953106337
677	0.595127422
678	0.5950137416
679	0.594787588
680	0.594667447
681	0.5945062974
682	0.5942268975
683	0.5940976949
684	0.5939340005
685	0.5937586789
686	0.593424087
687	0.5932004239
688	0.5930414304
689	0.5929491437
690	0.5928204676
691	0.5926434424
692	0.5924665372
693	0.5923766704
694	0.5920309149
695	0.5918669284
696	0.5917138046
697	0.5915648195
698	0.5912839663
699	0.5911695247
700	0.5909568722
701	0.5908217906
702	0.5906443342
703	0.590391549
704	0.5901625554
705	0.5900502676
706	0.5898729664
707	0.5897616318
708	0.5896664672
709	0.5895858092
710	0.5894019299
711	0.5891568563
712	0.589033621
713	0.5887872005
714	0.5885632111
715	0.5883489555
716	0.588037055
717	0.5879127947
718	0.587671127
719	0.5874361092
720	0.587303678
721	0.5871064701
722	0.5869006682
723	0.5867971273
724	0.5866128033
725	0.5864074884
726	0.5862344584
727	0.5860509073
728	0.5857482762
729	0.5855234716
730	0.585405606
731	0.5852594822
732	0.5850196662
733	0.5847588175
734	0.5845914777
735	0.5843941685
736	0.5842630583
737	0.5841699481
738	0.5838766313
739	0.5837054506
740	0.5835142503
741	0.5832702908
742	0.5831021309
743	0.5829244675
744	0.5827215085
745	0.5824892331
746	0.5822748547
747	0.5820544985
748	0.5819267989
749	0.5817992866
750	0.5816699069
751	0.5815521308
752	0.5811978647
753	0.5809764993
754	0.5808094382
755	0.5806931912
756	0.5805773024
757	0.5803936
758	0.5800862661
759	0.5799935218
760	0.579780257
761	0.5796270943
762	0.5794103229
763	0.579250252
764	0.579064715
765	0.5787587518
766	0.5786186144
767	0.5783454282
768	0.5781118913
769	0.5779425906
770	0.5777371204
771	0.5776715758
772	0.5774549465
773	0.5771451561
774	0.5769988341
775	0.5769005385
776	0.5766766889
777	0.5765465582
778	0.5763438716
779	0.5759863394
780	0.575638534
781	0.5754956047
782	0.5752722289
783	0.5751209509
784	0.5749297811
785	0.5747670756
786	0.5746556936
787	0.5743914957
788	0.5742057643
789	0.5740123602
790	0.5736925349
791	0.5735115428
792	0.573370044
793	0.5731826947
794	0.5729109199
795	0.5726527934
796	0.5724550486
797	0.5723237929
798	0.5721253443
799	0.5719454604
800	0.5717243439
801	0.57162518
802	0.5714927316
803	0.5713625252
804	0.5711446922
805	0.5709888353
806	0.570804237
807	0.570600243
808	0.5705315994
809	0.570365291
810	0.570149343
811	0.5700583201
812	0.569869882
813	0.5695980382
814	0.5694630735
815	0.5693311196
816	0.5691488075
817	0.5689290419
818	0.5687914275
819	0.5686799771
820	0.5685948764
821	0.5684952759
822	0.5681967058
823	0.567982784
824	0.567644934
825	0.5673911497
826	0.5671462333
827	0.5669954343
828	0.5667715324
829	0.5665587215
830	0.5663104059
831	0.5660917074
832	0.5659167495
833	0.5657861011
834	0.5656213181
835	0.5654378736
836	0.5652623301
837	0.5650569727
838	0.5649245532
839	0.5647537512
840	0.5646427911
841	0.5644918087
842	0.5643367338
843	0.5641610414
844	0.5639958131
845	0.5638703958
846	0.5637011216
847	0.5635315683
848	0.5632874802
849	0.5630577931
850	0.5629473685
851	0.5628698053
852	0.5626783926
853	0.5624037357
854	0.5622360802
855	0.5620095988
856	0.5618617855
857	0.5616514168
858	0.5614509121
859	0.5613322775
860	0.5612465774
861	0.561143331
862	0.5610549619
863	0.5608504698
864	0.560783278
865	0.5605678409
866	0.5604688151
867	0.560360654
868	0.5601705692
869	0.5599522666
870	0.5596638071
871	0.5595126574
872	0.5592207168
873	0.5591245902
874	0.5589899044
875	0.5588195893
876	0.5586644325
877	0.5584650966
878	0.5582461201
879	0.5580949723
880	0.5579276004
881	0.5578568077
882	0.5576947532
883	0.5574393046
884	0.5572774282
885	0.5571409102
886	0.5569477022
887	0.5567776793
888	0.5566723367
889	0.5564940328
890	0.5562790311
891	0.5561504878
892	0.5559764742
893	0.5557947466
894	0.5557026161
895	0.5555683452
896	0.5554905755
897	0.5552619729
898	0.5550716555
899	0.5549877946
900	0.5548096847
901	0.5546619937
902	0.5544202869
903	0.554362672
904	0.5541870376
905	0.5539192753
906	0.5537600754
907	0.5535897211
908	0.5534670743
909	0.5533538154
910	0.5531703597
911	0.5530860831
912	0.552871472
913	0.5527756598
914	0.5525381269
915	0.55239405
916	0.5522741286
917	0.5520227573
918	0.5517370025
919	0.5515770136
920	0.5513770746
921	0.5511623015
922	0.5509833654
923	0.5508575285
924	0.5506314224
925	0.5503765595
926	0.5501842001
927	0.5499548043
928	0.5498263922
929	0.5497066514
930	0.5495610773
931	0.5493372679
932	0.549177228
933	0.5489935316
934	0.548848676
935	0.5486733305
936	0.5484725661
937	0.548086899
938	0.5479018753
939	0.5477860208
940	0.5476248309
941	0.5474533957
942	0.5472743631
943	0.5470529363
944	0.5467858316
945	0.546610325
946	0.5464736163
947	0.546223831
948	0.5460763535
949	0.5459713845
950	0.545861703
951	0.5457014491
952	0.5454542337
953	0.5453225118
954	0.5451159414
955	0.5450317976
956	0.5448926836
957	0.5445646671
958	0.5443472108
959	0.5441938064
960	0.5440909431
961	0.5438701028
962	0.5436871039
963	0.5435551225
964	0.5434247633
965	0.5432701716
966	0.543116195
967	0.5428352161
968	0.5427437318
969	0.5425097758
970	0.5424185408
971	0.5423181546
972	0.5420918866
973	0.5419773824
974	0.5418555623
975	0.5416356267
976	0.541471415
977	0.5411628031
978	0.5410087552
979	0.5408168529
980	0.5404706164
981	0.5402172782
982	0.5400346369
983	0.5399479281
984	0.5398133133
985	0.5396536118
986	0.5395217977
987	0.5393550128
988	0.5391238322
989	0.538997435
990	0.5387778996
991	0.5386287421
992	0.5385108675
993	0.5384167644
994	0.5382876643
995	0.5379665861
996	0.5377114305
997	0.5376414289
998	0.5375283928
999	0.5374334187
